archetype,read_month,read_type_of_day,read_hh,n_puprn,elec_imp_mean,elec_imp_50th,elec_imp_75th,elec_imp_25th,elec_imp_90th,elec_imp_10th
D,sep,weekend,42,80,7.78E-05,6.39E-05,0.000100011,5.10E-05,0.00012422,4.42E-05
D,sep,weekend,43,80,7.09E-05,6.36E-05,8.43E-05,5.13E-05,0.000118405,4.39E-05
D,sep,weekend,44,80,6.58E-05,5.85E-05,7.67E-05,4.87E-05,8.96E-05,4.25E-05
D,sep,weekend,45,80,6.13E-05,5.62E-05,7.40E-05,4.47E-05,8.60E-05,3.41E-05
D,sep,weekend,46,80,5.66E-05,5.29E-05,7.10E-05,4.16E-05,8.29E-05,3.15E-05
D,sep,weekend,47,80,5.52E-05,4.76E-05,6.33E-05,3.49E-05,9.33E-05,2.66E-05
D,sep,weekend,48,80,4.89E-05,4.19E-05,5.61E-05,3.33E-05,7.45E-05,2.30E-05
EO,apr,weekday,1,61,4.01E-05,2.56E-05,4.42E-05,1.50E-05,6.22E-05,8.87E-06
EO,apr,weekday,2,61,3.97E-05,2.16E-05,3.29E-05,1.35E-05,6.63E-05,8.73E-06
EO,apr,weekday,3,61,4.17E-05,2.31E-05,3.43E-05,1.52E-05,7.07E-05,1.14E-05
EO,apr,weekday,4,61,3.66E-05,2.52E-05,4.02E-05,1.27E-05,6.53E-05,1.09E-05
EO,apr,weekday,5,61,3.86E-05,2.53E-05,4.15E-05,1.41E-05,8.87E-05,9.40E-06
EO,apr,weekday,6,61,4.05E-05,2.61E-05,4.21E-05,1.36E-05,6.22E-05,9.87E-06
EO,apr,weekday,7,61,4.02E-05,2.53E-05,4.38E-05,1.46E-05,6.99E-05,9.39E-06
EO,apr,weekday,8,61,3.55E-05,2.65E-05,5.10E-05,1.31E-05,6.68E-05,9.82E-06
EO,apr,weekday,9,61,3.63E-05,2.55E-05,5.20E-05,1.20E-05,6.92E-05,9.56E-06
EO,apr,weekday,10,61,3.44E-05,3.09E-05,4.88E-05,1.38E-05,6.23E-05,9.38E-06
EO,apr,weekday,11,61,4.46E-05,4.01E-05,5.47E-05,1.27E-05,7.79E-05,8.39E-06
EO,apr,weekday,12,61,4.83E-05,4.22E-05,6.78E-05,1.74E-05,8.54E-05,8.73E-06
EO,apr,weekday,13,61,6.22E-05,5.11E-05,7.78E-05,1.31E-05,0.000124286,1.16E-05
EO,apr,weekday,14,61,6.84E-05,5.43E-05,8.60E-05,2.39E-05,0.000133282,1.21E-05
EO,apr,weekday,15,61,8.37E-05,5.63E-05,9.18E-05,3.81E-05,0.00015957,1.57E-05
EO,apr,weekday,16,61,8.23E-05,6.02E-05,0.000105567,4.60E-05,0.000147351,1.96E-05
EO,apr,weekday,17,61,8.32E-05,6.81E-05,9.40E-05,4.56E-05,0.000127233,1.88E-05
EO,apr,weekday,18,61,7.21E-05,6.60E-05,9.56E-05,4.31E-05,0.000112579,1.95E-05
EO,apr,weekday,19,61,5.87E-05,5.65E-05,7.98E-05,3.94E-05,9.87E-05,2.18E-05
EO,apr,weekday,20,61,5.26E-05,5.03E-05,6.65E-05,3.33E-05,9.15E-05,2.28E-05
EO,apr,weekday,21,61,4.60E-05,4.22E-05,6.14E-05,3.09E-05,7.73E-05,2.28E-05
EO,apr,weekday,22,61,4.52E-05,4.56E-05,6.22E-05,2.54E-05,7.66E-05,1.62E-05
EO,apr,weekday,23,61,4.04E-05,3.96E-05,5.28E-05,2.46E-05,7.78E-05,1.54E-05
EO,apr,weekday,24,61,3.93E-05,3.55E-05,4.89E-05,2.65E-05,6.26E-05,1.08E-05
EO,apr,weekday,25,61,4.24E-05,3.64E-05,5.63E-05,2.40E-05,6.43E-05,1.38E-05
EO,apr,weekday,26,61,4.63E-05,3.65E-05,5.28E-05,2.50E-05,6.46E-05,1.27E-05
EO,apr,weekday,27,61,3.81E-05,3.54E-05,5.18E-05,2.38E-05,6.02E-05,1.32E-05
EO,apr,weekday,28,61,3.41E-05,3.52E-05,4.28E-05,2.14E-05,5.34E-05,1.15E-05
EO,apr,weekday,29,61,3.73E-05,3.59E-05,4.44E-05,2.16E-05,6.05E-05,1.05E-05
EO,apr,weekday,30,61,3.82E-05,3.06E-05,4.53E-05,2.20E-05,5.20E-05,1.21E-05
EO,apr,weekday,31,61,4.18E-05,3.81E-05,4.38E-05,2.61E-05,5.94E-05,1.35E-05
EO,apr,weekday,32,61,4.63E-05,4.21E-05,5.01E-05,2.38E-05,9.91E-05,1.37E-05
EO,apr,weekday,33,61,5.22E-05,3.96E-05,5.54E-05,2.36E-05,9.02E-05,1.87E-05
EO,apr,weekday,34,61,5.33E-05,4.04E-05,5.39E-05,2.86E-05,8.77E-05,2.24E-05
EO,apr,weekday,35,61,6.81E-05,5.09E-05,8.04E-05,2.81E-05,0.000132937,2.45E-05
EO,apr,weekday,36,61,6.83E-05,6.16E-05,8.45E-05,3.73E-05,9.86E-05,2.45E-05
EO,apr,weekday,37,61,7.08E-05,6.36E-05,8.84E-05,3.63E-05,0.000118097,3.40E-05
EO,apr,weekday,38,61,6.89E-05,6.46E-05,9.50E-05,4.36E-05,0.000109484,3.19E-05
EO,apr,weekday,39,61,6.64E-05,6.11E-05,7.78E-05,4.56E-05,0.000106727,3.52E-05
EO,apr,weekday,40,61,6.33E-05,5.70E-05,8.18E-05,4.50E-05,9.66E-05,3.16E-05
EO,apr,weekday,41,61,6.64E-05,6.31E-05,8.26E-05,4.35E-05,9.21E-05,3.47E-05
EO,apr,weekday,42,61,6.21E-05,5.67E-05,6.90E-05,4.47E-05,8.39E-05,2.93E-05
EO,apr,weekday,43,61,6.84E-05,5.31E-05,7.37E-05,4.04E-05,8.28E-05,2.84E-05
EO,apr,weekday,44,61,6.08E-05,5.08E-05,7.07E-05,3.32E-05,8.40E-05,2.48E-05
EO,apr,weekday,45,61,5.01E-05,4.53E-05,6.17E-05,3.03E-05,7.97E-05,1.82E-05
EO,apr,weekday,46,61,4.22E-05,3.72E-05,5.41E-05,2.71E-05,7.75E-05,1.34E-05
EO,apr,weekday,47,61,3.70E-05,3.30E-05,5.11E-05,1.82E-05,6.58E-05,1.09E-05
EO,apr,weekday,48,61,3.49E-05,2.88E-05,4.03E-05,1.35E-05,7.12E-05,1.00E-05
EO,apr,weekend,1,61,3.27E-05,2.85E-05,4.43E-05,1.24E-05,5.88E-05,7.57E-06
EO,apr,weekend,2,61,3.47E-05,2.47E-05,4.90E-05,1.40E-05,7.46E-05,7.97E-06
EO,apr,weekend,3,61,3.82E-05,3.10E-05,4.69E-05,1.37E-05,8.88E-05,9.90E-06
EO,apr,weekend,4,61,4.50E-05,2.78E-05,4.13E-05,1.69E-05,7.57E-05,9.28E-06
EO,apr,weekend,5,61,4.75E-05,2.63E-05,5.00E-05,1.12E-05,6.69E-05,9.33E-06
EO,apr,weekend,6,61,5.00E-05,2.29E-05,5.54E-05,1.31E-05,7.17E-05,1.01E-05
EO,apr,weekend,7,61,4.62E-05,2.63E-05,5.70E-05,1.42E-05,7.08E-05,9.45E-06
EO,apr,weekend,8,61,3.68E-05,2.49E-05,5.70E-05,1.34E-05,6.84E-05,8.87E-06
EO,apr,weekend,9,61,3.85E-05,2.58E-05,5.68E-05,1.32E-05,7.50E-05,1.02E-05
EO,apr,weekend,10,61,3.82E-05,2.54E-05,5.28E-05,1.26E-05,8.21E-05,1.08E-05
EO,apr,weekend,11,61,4.76E-05,3.16E-05,6.17E-05,1.27E-05,9.78E-05,9.64E-06
EO,apr,weekend,12,61,4.89E-05,3.12E-05,6.35E-05,1.41E-05,9.57E-05,9.28E-06
EO,apr,weekend,13,61,6.19E-05,5.34E-05,8.27E-05,1.58E-05,0.000130975,1.09E-05
EO,apr,weekend,14,61,6.45E-05,5.23E-05,8.51E-05,1.57E-05,0.000127918,1.27E-05
EO,apr,weekend,15,61,8.29E-05,5.47E-05,0.000101702,2.30E-05,0.000177083,1.59E-05
EO,apr,weekend,16,61,8.19E-05,6.40E-05,0.00011033,3.47E-05,0.000152565,1.43E-05
EO,apr,weekend,17,61,7.89E-05,6.20E-05,8.42E-05,3.84E-05,0.000131189,1.59E-05
EO,apr,weekend,18,61,6.88E-05,5.33E-05,9.58E-05,3.70E-05,0.000117857,2.37E-05
EO,apr,weekend,19,61,6.50E-05,5.95E-05,9.12E-05,3.22E-05,0.000116908,1.90E-05
EO,apr,weekend,20,61,5.53E-05,5.40E-05,7.72E-05,3.08E-05,0.000101048,2.00E-05
EO,apr,weekend,21,61,5.46E-05,4.74E-05,6.87E-05,2.84E-05,9.95E-05,2.67E-05
EO,apr,weekend,22,61,4.79E-05,4.70E-05,6.13E-05,3.41E-05,7.70E-05,1.48E-05
EO,apr,weekend,23,61,4.73E-05,4.71E-05,5.99E-05,3.00E-05,7.57E-05,1.37E-05
EO,apr,weekend,24,61,4.76E-05,4.12E-05,6.20E-05,2.56E-05,8.18E-05,1.12E-05
EO,apr,weekend,25,61,4.64E-05,4.38E-05,6.05E-05,2.16E-05,8.14E-05,9.80E-06
EO,apr,weekend,26,61,5.05E-05,3.98E-05,5.35E-05,2.59E-05,8.15E-05,1.36E-05
EO,apr,weekend,27,61,4.55E-05,4.17E-05,5.64E-05,1.96E-05,8.04E-05,1.57E-05
EO,apr,weekend,28,61,4.00E-05,3.87E-05,5.38E-05,2.25E-05,6.22E-05,1.20E-05
EO,apr,weekend,29,61,4.19E-05,3.72E-05,5.15E-05,2.24E-05,7.40E-05,1.31E-05
EO,apr,weekend,30,61,3.56E-05,3.39E-05,4.98E-05,2.23E-05,6.01E-05,9.68E-06
EO,apr,weekend,31,61,4.07E-05,3.38E-05,4.68E-05,2.27E-05,6.03E-05,1.37E-05
EO,apr,weekend,32,61,4.75E-05,3.44E-05,6.05E-05,2.63E-05,6.92E-05,1.45E-05
EO,apr,weekend,33,61,5.61E-05,4.99E-05,6.50E-05,2.84E-05,9.07E-05,1.98E-05
EO,apr,weekend,34,61,5.80E-05,4.56E-05,7.23E-05,3.43E-05,0.000109865,1.74E-05
EO,apr,weekend,35,61,6.77E-05,5.27E-05,8.18E-05,3.41E-05,0.000135403,2.51E-05
EO,apr,weekend,36,61,6.51E-05,5.83E-05,9.09E-05,4.05E-05,0.00011503,2.23E-05
EO,apr,weekend,37,61,6.83E-05,5.79E-05,9.20E-05,4.15E-05,0.000107927,2.45E-05
EO,apr,weekend,38,61,6.63E-05,5.90E-05,8.78E-05,3.92E-05,0.000123894,3.08E-05
EO,apr,weekend,39,61,6.25E-05,5.90E-05,7.21E-05,3.53E-05,0.000126578,2.95E-05
EO,apr,weekend,40,61,6.84E-05,5.81E-05,8.54E-05,4.08E-05,0.000111353,3.26E-05
EO,apr,weekend,41,61,6.86E-05,6.38E-05,7.44E-05,4.52E-05,0.000106031,3.52E-05
EO,apr,weekend,42,61,5.87E-05,5.40E-05,7.39E-05,3.76E-05,8.66E-05,2.76E-05
EO,apr,weekend,43,61,6.60E-05,4.66E-05,6.84E-05,3.74E-05,9.02E-05,2.63E-05
EO,apr,weekend,44,61,5.69E-05,4.29E-05,6.07E-05,3.32E-05,7.51E-05,1.94E-05
EO,apr,weekend,45,61,4.88E-05,3.82E-05,6.47E-05,2.26E-05,8.15E-05,1.43E-05
EO,apr,weekend,46,61,4.05E-05,3.34E-05,5.65E-05,2.36E-05,6.92E-05,1.36E-05
EO,apr,weekend,47,61,3.20E-05,2.82E-05,4.03E-05,2.05E-05,5.63E-05,9.07E-06
EO,apr,weekend,48,61,3.48E-05,2.89E-05,3.93E-05,1.50E-05,6.47E-05,8.95E-06
EO,aug,weekday,1,61,3.12E-05,1.76E-05,2.98E-05,1.30E-05,3.77E-05,7.56E-06
EO,aug,weekday,2,61,3.01E-05,1.57E-05,2.37E-05,1.10E-05,3.66E-05,7.41E-06
EO,aug,weekday,3,61,3.03E-05,1.47E-05,2.81E-05,9.83E-06,3.72E-05,6.57E-06
EO,aug,weekday,4,61,2.41E-05,1.42E-05,2.93E-05,9.59E-06,3.40E-05,6.95E-06
EO,aug,weekday,5,61,1.99E-05,1.36E-05,2.96E-05,1.09E-05,3.38E-05,7.58E-06
EO,aug,weekday,6,61,1.84E-05,1.37E-05,2.50E-05,1.20E-05,2.91E-05,6.62E-06
EO,aug,weekday,7,61,2.15E-05,1.42E-05,2.60E-05,1.22E-05,3.91E-05,7.54E-06
EO,aug,weekday,8,61,1.91E-05,1.53E-05,2.73E-05,1.23E-05,3.24E-05,7.17E-06
EO,aug,weekday,9,61,2.01E-05,1.67E-05,2.50E-05,1.18E-05,3.03E-05,6.69E-06
EO,aug,weekday,10,61,2.02E-05,1.66E-05,2.36E-05,1.13E-05,3.15E-05,6.32E-06
EO,aug,weekday,11,61,2.34E-05,1.39E-05,2.48E-05,1.20E-05,3.51E-05,6.21E-06
EO,aug,weekday,12,61,2.44E-05,1.66E-05,2.85E-05,1.08E-05,3.38E-05,6.69E-06
EO,aug,weekday,13,61,2.49E-05,2.19E-05,3.29E-05,1.33E-05,3.83E-05,7.32E-06
EO,aug,weekday,14,61,2.78E-05,2.38E-05,3.57E-05,1.25E-05,4.96E-05,9.34E-06
EO,aug,weekday,15,61,3.91E-05,2.90E-05,4.39E-05,1.90E-05,5.12E-05,1.51E-05
EO,aug,weekday,16,61,4.08E-05,3.15E-05,5.50E-05,2.13E-05,6.74E-05,1.60E-05
EO,aug,weekday,17,61,4.30E-05,3.40E-05,5.34E-05,2.55E-05,7.52E-05,1.92E-05
EO,aug,weekday,18,61,4.09E-05,3.57E-05,5.08E-05,2.09E-05,7.46E-05,1.68E-05
EO,aug,weekday,19,61,4.15E-05,3.27E-05,5.82E-05,2.22E-05,7.26E-05,1.42E-05
EO,aug,weekday,20,61,3.76E-05,2.86E-05,4.55E-05,1.94E-05,7.13E-05,1.29E-05
EO,aug,weekday,21,61,3.59E-05,2.96E-05,4.64E-05,2.00E-05,5.54E-05,1.33E-05
EO,aug,weekday,22,61,3.48E-05,3.25E-05,4.35E-05,2.12E-05,5.75E-05,1.29E-05
EO,aug,weekday,23,61,3.58E-05,3.22E-05,4.94E-05,2.41E-05,5.70E-05,1.07E-05
EO,aug,weekday,24,61,3.32E-05,2.92E-05,4.39E-05,1.81E-05,6.02E-05,1.08E-05
EO,aug,weekday,25,61,3.63E-05,3.43E-05,4.96E-05,2.24E-05,6.23E-05,1.08E-05
EO,aug,weekday,26,61,3.36E-05,3.09E-05,4.28E-05,1.85E-05,5.86E-05,8.21E-06
EO,aug,weekday,27,61,3.40E-05,2.97E-05,4.50E-05,1.90E-05,5.89E-05,6.37E-06
EO,aug,weekday,28,61,3.11E-05,2.56E-05,3.78E-05,1.80E-05,5.55E-05,8.17E-06
EO,aug,weekday,29,61,3.28E-05,2.63E-05,3.72E-05,2.08E-05,5.72E-05,7.24E-06
EO,aug,weekday,30,61,2.89E-05,2.58E-05,3.81E-05,1.76E-05,4.84E-05,1.22E-05
EO,aug,weekday,31,61,3.62E-05,2.57E-05,3.72E-05,1.95E-05,6.61E-05,1.42E-05
EO,aug,weekday,32,61,3.47E-05,2.69E-05,3.93E-05,2.16E-05,6.73E-05,1.21E-05
EO,aug,weekday,33,61,3.87E-05,2.93E-05,4.61E-05,2.09E-05,7.15E-05,1.23E-05
EO,aug,weekday,34,61,3.86E-05,2.83E-05,4.66E-05,2.16E-05,6.55E-05,6.97E-06
EO,aug,weekday,35,61,5.05E-05,3.98E-05,6.30E-05,2.52E-05,8.28E-05,1.09E-05
EO,aug,weekday,36,61,5.76E-05,5.19E-05,8.24E-05,2.73E-05,0.000101615,2.08E-05
EO,aug,weekday,37,61,5.63E-05,5.18E-05,7.46E-05,3.26E-05,9.15E-05,1.98E-05
EO,aug,weekday,38,61,5.25E-05,4.90E-05,7.39E-05,2.65E-05,8.79E-05,2.13E-05
EO,aug,weekday,39,61,4.96E-05,3.83E-05,6.78E-05,2.79E-05,9.23E-05,1.50E-05
EO,aug,weekday,40,61,4.82E-05,3.88E-05,7.10E-05,2.36E-05,9.02E-05,1.67E-05
EO,aug,weekday,41,61,4.57E-05,3.83E-05,6.86E-05,2.37E-05,7.57E-05,1.60E-05
EO,aug,weekday,42,61,4.35E-05,3.34E-05,6.08E-05,2.48E-05,7.87E-05,1.79E-05
EO,aug,weekday,43,61,4.71E-05,3.38E-05,5.48E-05,2.62E-05,8.69E-05,2.09E-05
EO,aug,weekday,44,61,4.51E-05,3.44E-05,5.04E-05,2.38E-05,6.21E-05,2.10E-05
EO,aug,weekday,45,61,3.89E-05,3.50E-05,4.56E-05,2.37E-05,5.94E-05,1.53E-05
EO,aug,weekday,46,61,3.20E-05,2.94E-05,4.30E-05,1.83E-05,4.54E-05,1.11E-05
EO,aug,weekday,47,61,3.34E-05,2.73E-05,3.91E-05,1.96E-05,4.76E-05,8.59E-06
EO,aug,weekday,48,61,2.59E-05,2.28E-05,3.54E-05,1.32E-05,4.20E-05,8.77E-06
EO,aug,weekend,1,61,2.16E-05,1.76E-05,3.20E-05,1.06E-05,4.57E-05,7.03E-06
EO,aug,weekend,2,61,2.05E-05,1.62E-05,2.91E-05,1.17E-05,3.40E-05,6.37E-06
EO,aug,weekend,3,61,1.99E-05,1.41E-05,2.68E-05,9.86E-06,3.24E-05,5.43E-06
EO,aug,weekend,4,61,2.87E-05,1.60E-05,2.46E-05,1.15E-05,3.14E-05,5.99E-06
EO,aug,weekend,5,61,2.84E-05,1.80E-05,2.93E-05,1.07E-05,2.97E-05,6.31E-06
EO,aug,weekend,6,61,2.75E-05,1.55E-05,2.92E-05,9.71E-06,3.19E-05,5.57E-06
EO,aug,weekend,7,61,2.38E-05,1.55E-05,2.96E-05,1.07E-05,3.65E-05,5.88E-06
EO,aug,weekend,8,61,1.91E-05,1.36E-05,2.33E-05,8.74E-06,3.32E-05,6.28E-06
EO,aug,weekend,9,61,2.06E-05,1.68E-05,2.92E-05,9.97E-06,3.24E-05,5.87E-06
EO,aug,weekend,10,61,2.10E-05,1.64E-05,2.88E-05,9.42E-06,3.09E-05,6.32E-06
EO,aug,weekend,11,61,2.47E-05,1.70E-05,2.89E-05,1.06E-05,3.86E-05,6.07E-06
EO,aug,weekend,12,61,2.46E-05,1.52E-05,2.64E-05,8.07E-06,3.20E-05,5.87E-06
EO,aug,weekend,13,61,2.16E-05,1.72E-05,3.12E-05,1.07E-05,3.55E-05,5.36E-06
EO,aug,weekend,14,61,2.16E-05,1.59E-05,3.19E-05,1.10E-05,3.70E-05,8.37E-06
EO,aug,weekend,15,61,3.46E-05,2.51E-05,3.89E-05,1.76E-05,5.99E-05,1.14E-05
EO,aug,weekend,16,61,3.48E-05,2.87E-05,4.34E-05,1.52E-05,7.48E-05,1.28E-05
EO,aug,weekend,17,61,3.46E-05,3.37E-05,4.68E-05,2.11E-05,5.97E-05,1.17E-05
EO,aug,weekend,18,61,3.71E-05,3.14E-05,4.68E-05,2.12E-05,6.26E-05,1.33E-05
EO,aug,weekend,19,61,4.16E-05,3.36E-05,5.86E-05,2.39E-05,7.91E-05,1.14E-05
EO,aug,weekend,20,61,4.34E-05,3.86E-05,5.65E-05,2.26E-05,7.09E-05,1.41E-05
EO,aug,weekend,21,61,4.12E-05,3.60E-05,5.85E-05,1.70E-05,7.28E-05,1.09E-05
EO,aug,weekend,22,61,3.83E-05,3.57E-05,4.90E-05,2.35E-05,6.47E-05,1.13E-05
EO,aug,weekend,23,61,4.08E-05,3.48E-05,5.07E-05,1.74E-05,6.68E-05,7.88E-06
EO,aug,weekend,24,61,3.93E-05,3.24E-05,5.12E-05,2.16E-05,6.93E-05,6.46E-06
EO,aug,weekend,25,61,3.76E-05,3.10E-05,4.71E-05,2.46E-05,6.52E-05,1.33E-05
EO,aug,weekend,26,61,3.85E-05,3.78E-05,4.72E-05,1.78E-05,6.54E-05,7.16E-06
EO,aug,weekend,27,61,4.18E-05,3.98E-05,5.34E-05,2.04E-05,7.44E-05,1.15E-05
EO,aug,weekend,28,61,3.55E-05,3.21E-05,4.56E-05,2.19E-05,6.33E-05,5.52E-06
EO,aug,weekend,29,61,3.78E-05,3.31E-05,4.77E-05,1.80E-05,6.24E-05,1.15E-05
EO,aug,weekend,30,61,3.43E-05,3.48E-05,4.65E-05,1.94E-05,6.13E-05,1.05E-05
EO,aug,weekend,31,61,4.01E-05,2.87E-05,4.84E-05,2.27E-05,6.37E-05,9.05E-06
EO,aug,weekend,32,61,3.63E-05,2.96E-05,5.02E-05,1.75E-05,6.74E-05,1.29E-05
EO,aug,weekend,33,61,3.93E-05,3.08E-05,5.20E-05,1.72E-05,6.23E-05,1.18E-05
EO,aug,weekend,34,61,4.63E-05,4.64E-05,5.99E-05,2.13E-05,7.32E-05,1.67E-05
EO,aug,weekend,35,61,5.35E-05,4.21E-05,6.41E-05,2.23E-05,0.000100817,1.84E-05
EO,aug,weekend,36,61,5.19E-05,4.72E-05,6.94E-05,2.84E-05,9.52E-05,1.69E-05
EO,aug,weekend,37,61,5.52E-05,4.21E-05,7.56E-05,2.68E-05,0.000102369,1.62E-05
EO,aug,weekend,38,61,5.04E-05,4.66E-05,6.91E-05,2.74E-05,7.79E-05,2.13E-05
EO,aug,weekend,39,61,4.57E-05,4.21E-05,5.51E-05,3.03E-05,6.35E-05,1.90E-05
EO,aug,weekend,40,61,4.49E-05,4.16E-05,5.49E-05,2.70E-05,8.47E-05,1.59E-05
EO,aug,weekend,41,61,4.30E-05,3.53E-05,5.59E-05,2.31E-05,7.24E-05,1.76E-05
EO,aug,weekend,42,61,3.86E-05,3.14E-05,5.07E-05,2.52E-05,6.58E-05,1.51E-05
EO,aug,weekend,43,61,4.49E-05,3.23E-05,5.43E-05,2.28E-05,6.84E-05,1.67E-05
EO,aug,weekend,44,61,4.45E-05,3.04E-05,4.34E-05,2.14E-05,6.30E-05,1.93E-05
EO,aug,weekend,45,61,3.63E-05,3.24E-05,4.41E-05,2.18E-05,5.74E-05,1.44E-05
EO,aug,weekend,46,61,3.14E-05,2.86E-05,3.91E-05,1.67E-05,5.34E-05,8.85E-06
EO,aug,weekend,47,61,3.06E-05,2.38E-05,3.79E-05,1.53E-05,4.42E-05,9.61E-06
EO,aug,weekend,48,61,2.58E-05,2.26E-05,3.22E-05,1.46E-05,4.51E-05,7.81E-06
EO,dec,weekday,1,61,5.41E-05,3.72E-05,6.74E-05,2.37E-05,8.95E-05,1.15E-05
EO,dec,weekday,2,61,5.17E-05,3.08E-05,5.64E-05,2.17E-05,7.83E-05,1.40E-05
EO,dec,weekday,3,61,5.10E-05,2.88E-05,5.33E-05,2.43E-05,8.11E-05,1.37E-05
EO,dec,weekday,4,61,5.34E-05,3.20E-05,6.79E-05,2.19E-05,7.84E-05,1.36E-05
EO,dec,weekday,5,61,5.24E-05,3.43E-05,6.73E-05,2.16E-05,7.62E-05,1.42E-05
EO,dec,weekday,6,61,5.28E-05,3.72E-05,7.13E-05,2.01E-05,8.93E-05,1.30E-05
EO,dec,weekday,7,61,5.31E-05,3.94E-05,6.74E-05,2.11E-05,7.75E-05,1.34E-05
EO,dec,weekday,8,61,5.05E-05,4.01E-05,5.99E-05,1.65E-05,7.88E-05,1.41E-05
EO,dec,weekday,9,61,5.24E-05,4.26E-05,6.44E-05,1.64E-05,7.97E-05,1.22E-05
EO,dec,weekday,10,61,5.81E-05,4.45E-05,7.42E-05,2.25E-05,0.000131459,1.17E-05
EO,dec,weekday,11,61,6.05E-05,4.78E-05,7.92E-05,2.60E-05,0.000111988,1.48E-05
EO,dec,weekday,12,61,6.23E-05,4.63E-05,8.33E-05,2.63E-05,9.96E-05,1.24E-05
EO,dec,weekday,13,61,7.34E-05,5.68E-05,9.31E-05,2.62E-05,0.000148477,1.39E-05
EO,dec,weekday,14,61,7.86E-05,6.04E-05,9.23E-05,3.14E-05,0.00017318,1.32E-05
EO,dec,weekday,15,61,0.00013517,9.16E-05,0.000150634,4.99E-05,0.000200943,2.15E-05
EO,dec,weekday,16,61,0.000116701,9.80E-05,0.000154616,5.12E-05,0.000214469,3.37E-05
EO,dec,weekday,17,61,0.000104231,9.12E-05,0.000134741,5.51E-05,0.000220995,4.80E-05
EO,dec,weekday,18,61,0.000108953,8.75E-05,0.000148741,6.63E-05,0.00018151,3.96E-05
EO,dec,weekday,19,61,0.000104716,8.49E-05,0.000125969,6.75E-05,0.000214188,5.70E-05
EO,dec,weekday,20,61,0.000101592,8.13E-05,0.000119825,6.21E-05,0.00017203,4.81E-05
EO,dec,weekday,21,61,8.91E-05,8.49E-05,0.00010541,5.54E-05,0.000142507,4.82E-05
EO,dec,weekday,22,61,7.91E-05,7.36E-05,9.52E-05,5.46E-05,0.000122953,3.86E-05
EO,dec,weekday,23,61,8.10E-05,7.51E-05,0.00010069,5.50E-05,0.000119701,2.93E-05
EO,dec,weekday,24,61,8.23E-05,7.75E-05,0.000100091,5.90E-05,0.000120352,3.42E-05
EO,dec,weekday,25,61,8.36E-05,8.31E-05,9.60E-05,6.22E-05,0.000122307,3.68E-05
EO,dec,weekday,26,61,9.29E-05,7.75E-05,9.75E-05,6.62E-05,0.000123285,4.02E-05
EO,dec,weekday,27,61,9.37E-05,7.92E-05,0.00010206,5.08E-05,0.000127659,4.65E-05
EO,dec,weekday,28,61,8.92E-05,8.07E-05,9.77E-05,6.05E-05,0.000145531,4.13E-05
EO,dec,weekday,29,61,8.92E-05,7.67E-05,9.57E-05,5.68E-05,0.000150474,3.55E-05
EO,dec,weekday,30,61,8.75E-05,8.00E-05,9.24E-05,6.16E-05,0.000127478,4.19E-05
EO,dec,weekday,31,61,9.64E-05,8.00E-05,0.000110689,6.60E-05,0.000158481,4.81E-05
EO,dec,weekday,32,61,0.000111843,0.000100088,0.000143331,7.17E-05,0.000181191,5.78E-05
EO,dec,weekday,33,61,0.000119867,0.000101146,0.000145544,7.27E-05,0.000234292,5.71E-05
EO,dec,weekday,34,61,0.00011631,9.85E-05,0.000154627,7.60E-05,0.000192331,4.32E-05
EO,dec,weekday,35,61,0.00013939,0.000119247,0.000174894,9.25E-05,0.000215966,5.46E-05
EO,dec,weekday,36,61,0.000135186,0.000115243,0.000168349,9.45E-05,0.000242572,5.78E-05
EO,dec,weekday,37,61,0.000135011,0.000117679,0.000173801,8.63E-05,0.000227584,6.37E-05
EO,dec,weekday,38,61,0.000135303,0.000116099,0.000149047,9.02E-05,0.000206498,6.08E-05
EO,dec,weekday,39,61,0.000120387,0.000102283,0.000137306,7.98E-05,0.000193364,5.40E-05
EO,dec,weekday,40,61,0.000112831,0.000101104,0.000131315,7.58E-05,0.000166906,5.82E-05
EO,dec,weekday,41,61,0.000109548,9.62E-05,0.000128229,6.75E-05,0.00015765,5.98E-05
EO,dec,weekday,42,61,0.000104495,8.60E-05,0.000126517,6.38E-05,0.000168064,5.15E-05
EO,dec,weekday,43,61,9.61E-05,7.89E-05,0.000112493,6.26E-05,0.000150121,4.30E-05
EO,dec,weekday,44,61,8.85E-05,7.16E-05,9.68E-05,5.52E-05,0.000142475,4.13E-05
EO,dec,weekday,45,61,7.72E-05,6.82E-05,9.09E-05,4.34E-05,0.000125783,3.80E-05
EO,dec,weekday,46,61,6.22E-05,5.76E-05,7.92E-05,3.57E-05,0.000103127,2.52E-05
EO,dec,weekday,47,61,5.42E-05,4.79E-05,7.60E-05,3.15E-05,8.53E-05,2.32E-05
EO,dec,weekday,48,61,4.73E-05,3.91E-05,7.02E-05,2.92E-05,7.99E-05,1.29E-05
EO,dec,weekend,1,61,5.17E-05,4.14E-05,7.09E-05,1.66E-05,7.97E-05,9.20E-06
EO,dec,weekend,2,61,4.52E-05,3.46E-05,6.27E-05,2.24E-05,7.62E-05,1.06E-05
EO,dec,weekend,3,61,4.54E-05,3.45E-05,6.56E-05,1.53E-05,7.40E-05,9.38E-06
