"archetype","read_month","read_type_of_day","read_hh","n_puprn","elec_imp_mean","elec_imp_50th","elec_imp_75th","elec_imp_25th","elec_imp_90th","elec_imp_10th","month","n_days","mean.year","p50th.year","p10th.year","p25th.year","p75th.year","p90th.year","kwh.mean","kwh.50th","kwh.10th","kwh.25th","kwh.75th","kwh.90th","persona"
"D","mar","weekday",40,80,"0.0000867","0.0000769","0.000104543","0.0000605","0.000125617","0.0000464",3,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.185824157685,0.164819812295,0.09944914552,0.129669683275,0.22406706939865,0.26923498518935,"P1"
"D","mar","weekday",41,80,"0.0000836","0.0000776","0.0000966","0.0000639","0.00012232","0.000049",3,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.17917992598,0.16632012268,0.10502172695,0.136956905145,0.20704283313,0.262168523276,"P1"
"D","mar","weekday",42,80,"0.0000796","0.0000723","0.0000998","0.0000606","0.000115837","0.0000476",3,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.17060672378,0.154960629765,0.10202110618,0.12988401333,0.21390139489,0.24827350581035,"P1"
"D","mar","weekday",43,80,"0.0000714","0.0000666","0.0000824","0.0000557","0.0000983","0.0000434",3,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.15303165927,0.14274381663,0.09301924387,0.119381840635,0.17660796532,0.210686444065,"P1"
"D","mar","weekday",44,80,"0.000066","0.0000646","0.0000762","0.0000525","0.0000955","0.0000421",3,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.1414578363,0.13845721553,0.090232953155,0.112523278875,0.16331950191,0.204685202525,"P1"
"D","mar","weekday",45,80,"0.0000609","0.0000586","0.000072","0.0000444","0.0000897","0.0000376",3,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.130527003495,0.12559741223,0.08058810068,0.09516254442,0.1543176396,0.192254059335,"P1"
"D","mar","weekday",46,80,"0.0000574","0.000054","0.0000663","0.0000412","0.0000849","0.0000315",3,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.12302545157,0.1157382297,0.067513967325,0.08830398266,0.142100826465,0.181966216695,"P1"
"D","mar","weekday",47,80,"0.0000528","0.0000449","0.0000648","0.000035","0.0000711","0.0000254",3,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.11316626904,0.096234194695,0.05443983397,0.07501551925,0.13888587564,0.152388669105,"P1"
"D","mar","weekday",48,80,"0.0000466","0.000041","0.0000581","0.0000286","0.0000726","0.0000198",3,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.09987780563,0.08787532255,0.04243735089,0.06129839573,0.124525761955,0.15560361993,"P1"
"D","mar","weekend",1,80,"0.0000436","0.0000391","0.0000534","0.0000299","0.0000636","0.0000189",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.09344790398,0.083803051505,0.040508380395,0.064084686445,0.11445224937,0.13631391498,"P1"
"D","mar","weekend",2,80,"0.0000382","0.0000344","0.0000539","0.0000229","0.0000615","0.0000176",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.08187408101,0.07372953892,0.03772208968,0.049081582595,0.115523899645,0.131812983825,"P1"
"D","mar","weekend",3,80,"0.0000378","0.0000354","0.0000503","0.0000222","0.0000604","0.0000159",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.08101676079,0.07587283947,0.034078478745,0.04758127221,0.107808017665,0.12945535322,"P1"
"D","mar","weekend",4,80,"0.0000357","0.0000348","0.0000465","0.0000242","0.0000545","0.0000175",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.076515829635,0.07458685914,0.037507759625,0.05186787331,0.099663475575,0.116809879975,"P1"
"D","mar","weekend",5,80,"0.0000333","0.0000327","0.0000399","0.0000232","0.0000519","0.000016",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.071371908315,0.070085927985,0.0342928088,0.04972457276,0.085517691945,0.111237298545,"P1"
"D","mar","weekend",6,80,"0.0000317","0.0000279","0.0000411","0.0000214","0.0000487","0.0000161",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.067942627435,0.059798085345,0.034507138855,0.04586663177,0.088089652605,0.104378736785,"P1"
"D","mar","weekend",7,80,"0.0000311","0.0000255","0.0000407","0.0000225","0.00005","0.0000167",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.066656647105,0.054654164025,0.035793119185,0.048224262375,0.087232332385,0.1071650275,"P1"
"D","mar","weekend",8,80,"0.0000301","0.0000271","0.0000352","0.0000215","0.0000475","0.0000151",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.064513346555,0.058083444905,0.032363838305,0.046080961825,0.07544417936,0.101806776125,"P1"
"D","mar","weekend",9,80,"0.0000296","0.0000267","0.0000368","0.0000217","0.0000464","0.0000179",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.06344169628,0.057226124685,0.038365079845,0.046509621935,0.07887346024,0.09944914552,"P1"
"D","mar","weekend",10,80,"0.0000292","0.000029","0.0000354","0.0000218","0.0000426","0.0000151",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.06258437606,0.06215571595,0.032363838305,0.04672395199,0.07587283947,0.09130460343,"P1"
"D","mar","weekend",11,80,"0.00003","0.0000294","0.0000356","0.0000215","0.000048","0.0000148",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.0642990165,0.06301303617,0.03172084814,0.046080961825,0.07630149958,0.1028784264,"P1"
"D","mar","weekend",12,80,"0.0000332","0.0000316","0.000038","0.0000226","0.0000488","0.0000168",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.07115757826,0.06772829738,0.03600744924,0.04843859243,0.0814454209,0.10459306684,"P1"
"D","mar","weekend",13,80,"0.0000345","0.0000287","0.0000383","0.000022","0.0000539","0.0000186",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.073943868975,0.061512725785,0.03986539023,0.0471526121,0.082088411065,0.115523899645,"P1"
"D","mar","weekend",14,80,"0.0000373","0.0000315","0.0000418","0.0000246","0.000055","0.0000217",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.079945110515,0.067513967325,0.046509621935,0.05272519353,0.08958996299,0.11788153025,"P1"
"D","mar","weekend",15,80,"0.0000425","0.0000355","0.0000469","0.0000273","0.0000593","0.0000224",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.091090273375,0.076087169525,0.04800993232,0.058512105015,0.100520795795,0.127097722615,"P1"
"D","mar","weekend",16,80,"0.0000482","0.0000384","0.0000566","0.0000318","0.0000841","0.00002",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.10330708651,0.08230274112,0.042866011,0.06815695749,0.12131081113,0.180251576255,"P1"
"D","mar","weekend",17,80,"0.0000559","0.0000447","0.0000689","0.0000334","0.000105571","0.0000245",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.119810500745,0.095805534585,0.052510863475,0.07158623837,0.147673407895,0.22627038236405,"P1"
"D","mar","weekend",18,80,"0.0000601","0.0000542","0.00007","0.0000358","0.0000866","0.0000305",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.128812363055,0.11616688981,0.065370666775,0.07673015969,0.1500310385,0.18560982763,"P1"
"D","mar","weekend",19,80,"0.0000645","0.0000538","0.0000805","0.0000381","0.000106678","0.0000311",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.138242885475,0.11530956959,0.066656647105,0.081659750955,0.172535694275,0.2286430160729,"P1"
"D","mar","weekend",20,80,"0.0000636","0.0000524","0.0000746","0.0000447","0.0000928","0.0000358",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.13631391498,0.11230894882,0.07673015969,0.095805534585,0.15989022103,0.19889829104,"P1"
"D","mar","weekend",21,80,"0.0000654","0.0000571","0.0000838","0.0000391","0.000109902","0.0000332",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.14017185597,0.122382461405,0.07115757826,0.083803051505,0.17960858609,0.2355530170461,"P1"
"D","mar","weekend",22,80,"0.0000712","0.0000646","0.0000837","0.0000393","0.000117681","0.0000325",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.15260299916,0.13845721553,0.069657267875,0.084231711615,0.179394256035,0.25222575202455,"P1"
"D","mar","weekend",23,80,"0.0000722","0.0000586","0.0000876","0.0000405","0.000118812","0.0000286",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.15474629971,0.12559741223,0.06129839573,0.086803672275,0.18775312818,0.2546498249466,"P1"
"D","mar","weekend",24,80,"0.0000687","0.0000578","0.0000848","0.0000419","0.000112221","0.0000349",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.147244747785,0.12388277179,0.074801189195,0.089804293045,0.18175188664,0.24052333102155,"P1"
"D","mar","weekend",25,80,"0.0000788","0.0000612","0.0000822","0.0000493","0.000122539","0.0000405",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.16889208334,0.13116999366,0.086803672275,0.105664717115,0.17617930521,0.26263790609645,"P1"
"D","mar","weekend",26,80,"0.0000777","0.0000661","0.000110066","0.0000466","0.000133568","0.0000359",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.166534452735,0.141672166355,0.076944489745,0.09987780563,0.2359045183363,0.2862763678624,"P1"
"D","mar","weekend",27,80,"0.0000692","0.0000587","0.0000937","0.0000462","0.000121547","0.0000374",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.14831639806,0.125811742285,0.08015944057,0.09902048541,0.200827261535,0.26051175195085,"P1"
"D","mar","weekend",28,80,"0.0000665","0.0000562","0.0000765","0.0000399","0.0001136","0.0000338",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.142529486575,0.12045349091,0.07244355859,0.085517691945,0.163962492075,0.24347894248,"P1"
"D","mar","weekend",29,80,"0.0000669","0.0000558","0.0000762","0.0000439","0.000120093","0.0000361",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.143386806795,0.11959617069,0.077373149855,0.094090894145,0.16331950191,0.25739539295115,"P1"
"D","mar","weekend",30,80,"0.0000701","0.0000597","0.000091","0.0000435","0.000117669","0.0000368",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.150245368555,0.127955042835,0.07887346024,0.093233573925,0.19504035005,0.25220003241795,"P1"
"D","mar","weekend",31,80,"0.0000639","0.0000591","0.0000778","0.0000453","0.00010211","0.000036",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.136956905145,0.126669062505,0.0771588198,0.097091514915,0.16674878279,0.2188524191605,"P1"
"D","mar","weekend",32,80,"0.000067","0.0000589","0.0000777","0.0000411","0.00010451","0.0000372",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.14360113685,0.126240402395,0.07973078046,0.088089652605,0.166534452735,0.2239963404805,"P1"
"D","mar","weekend",33,80,"0.0000783","0.0000712","0.000088","0.0000463","0.000100691","0.0000397",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.167820433065,0.15260299916,0.085089031835,0.099234815465,0.1886104484,0.21581107568005,"P1"
"D","mar","weekend",34,80,"0.0000796","0.0000696","0.0000888","0.0000516","0.000136659","0.000041",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.17060672378,0.14917371828,0.08787532255,0.11059430838,0.19032508884,0.29290130986245,"P1"
"D","mar","weekend",35,80,"0.0000849","0.000072","0.000102281","0.0000547","0.000155726","0.0000426",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.181966216695,0.1543176396,0.09130460343,0.117238540085,0.21921892355455,0.3337676214493,"P1"
"D","mar","weekend",36,80,"0.0000804","0.000067","0.0000904","0.0000544","0.000133347","0.0000382",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.17232136422,0.14360113685,0.08187408101,0.11659554992,0.19375436972,0.28580269844085,"P1"
"D","mar","weekend",37,80,"0.0000901","0.0000755","0.000107706","0.0000541","0.000135296","0.0000488",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.193111379555,0.161819191525,0.10459306684,0.115952559755,0.2308463290383,0.2899799912128,"P1"
"D","mar","weekend",38,80,"0.0000815","0.0000692","0.0000944","0.0000582","0.000156751","0.0000476",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.174678994825,0.14831639806,0.10202110618,0.12474009201,0.20232757192,0.33596450451305,"P1"
"D","mar","weekend",39,80,"0.0000841","0.0000797","0.0000942","0.0000556","0.000132312","0.0000391",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.180251576255,0.170821053835,0.083803051505,0.11916751058,0.20189891181,0.2835843823716,"P1"
"D","mar","weekend",40,80,"0.0000814","0.0000731","0.0000983","0.0000541","0.000128769","0.0000453",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.17446466477,0.156675270205,0.097091514915,0.115952559755,0.210686444065,0.27599066852295,"P1"
"D","mar","weekend",41,80,"0.0000821","0.0000684","0.000094","0.000055","0.000122006","0.0000392",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.175964975155,0.14660175762,0.08401738156,0.11788153025,0.2014702517,0.2614955269033,"P1"
"D","mar","weekend",42,80,"0.0000734","0.0000649","0.000087","0.0000491","0.000106355","0.0000385",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.15731826037,0.139100205695,0.082517071175,0.105236057005,0.18646714785,0.22795072999525,"P1"
"D","mar","weekend",43,80,"0.0000687","0.0000621","0.0000818","0.000048","0.0000997","0.0000371",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.147244747785,0.133098964155,0.079516450405,0.1028784264,0.17532198499,0.213687064835,"P1"
"D","mar","weekend",44,80,"0.0000649","0.0000627","0.0000794","0.0000465","0.0000877","0.0000401",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.139100205695,0.134384944485,0.085946352055,0.099663475575,0.17017806367,0.187967458235,"P1"
"D","mar","weekend",45,80,"0.0000618","0.0000548","0.000071","0.0000422","0.0000908","0.0000361",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.13245597399,0.11745287014,0.077373149855,0.09044728321,0.15217433905,0.19461168994,"P1"
"D","mar","weekend",46,80,"0.0000594","0.0000517","0.0000639","0.0000407","0.0000817","0.0000304",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.12731205267,0.110808638435,0.06515633672,0.087232332385,0.136956905145,0.175107654935,"P1"
"D","mar","weekend",47,80,"0.0000536","0.000046","0.00006","0.0000353","0.000076","0.0000221",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.11488090948,0.0985918253,0.047366942155,0.075658509415,0.128598033,0.1628908418,"P1"
"D","mar","weekend",48,80,"0.0000468","0.0000396","0.0000589","0.0000305","0.0000653","0.0000213",3,8.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.10030646574,0.08487470178,0.045652301715,0.065370666775,0.126240402395,0.139957525915,"P1"
"D","may","weekday",1,80,"0.0000441","0.000041","0.0000514","0.0000276","0.0000635","0.000019",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.094519554255,0.08787532255,0.04072271045,0.05915509518,0.11016564827,0.136099584925,"P1"
"D","may","weekday",2,80,"0.0000396","0.0000357","0.0000468","0.0000274","0.0000632","0.0000175",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.08487470178,0.076515829635,0.037507759625,0.05872643507,0.10030646574,0.13545659476,"P1"
"D","may","weekday",3,80,"0.0000356","0.0000329","0.0000414","0.0000229","0.0000529","0.0000179",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.07630149958,0.070514588095,0.038365079845,0.049081582595,0.08873264277,0.113380599095,"P1"
"D","may","weekday",4,80,"0.0000351","0.0000322","0.0000429","0.0000231","0.0000501","0.0000192",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.075229849305,0.06901427771,0.04115137056,0.049510242705,0.091947593595,0.107379357555,"P1"
"D","may","weekday",5,80,"0.0000327","0.0000287","0.0000415","0.000023","0.0000533","0.0000175",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.070085927985,0.061512725785,0.037507759625,0.04929591265,0.088946972825,0.114237919315,"P1"
"D","may","weekday",6,80,"0.0000329","0.0000296","0.0000413","0.0000221","0.0000504","0.0000169",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.070514588095,0.06344169628,0.036221779295,0.047366942155,0.088518312715,0.10802234772,"P1"
"D","may","weekday",7,80,"0.000032","0.0000303","0.0000386","0.0000227","0.0000472","0.0000172",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.0685856176,0.064942006665,0.03686476946,0.048652922485,0.08273140123,0.10116378596,"P1"
"D","may","weekday",8,80,"0.0000307","0.0000276","0.0000367","0.0000216","0.0000475","0.0000178",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.065799326885,0.05915509518,0.03815074979,0.04629529188,0.078659130185,0.101806776125,"P1"
"D","may","weekday",9,80,"0.0000294","0.0000278","0.0000359","0.0000205","0.0000445","0.0000161",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.06301303617,0.05958375529,0.034507138855,0.043937661275,0.076944489745,0.095376874475,"P1"
"D","may","weekday",10,80,"0.0000313","0.0000299","0.0000366","0.0000235","0.0000448","0.0000179",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.067085307215,0.064084686445,0.038365079845,0.050367562925,0.07844480013,0.09601986464,"P1"
"D","may","weekday",11,80,"0.0000339","0.0000311","0.0000401","0.0000232","0.0000478","0.0000177",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.072657888645,0.066656647105,0.037936419735,0.04972457276,0.085946352055,0.10244976629,"P1"
"D","may","weekday",12,80,"0.000034","0.000031","0.0000386","0.0000234","0.0000552","0.0000162",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.0728722187,0.06644231705,0.03472146891,0.05015323287,0.08273140123,0.11831019036,"P1"
"D","may","weekday",13,80,"0.0000368","0.0000324","0.0000431","0.000027","0.0000581","0.0000206",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.07887346024,0.06944293782,0.04415199133,0.05786911485,0.092376253705,0.124525761955,"P1"
"D","may","weekday",14,80,"0.0000394","0.0000357","0.0000478","0.0000279","0.0000591","0.0000226",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.08444604167,0.076515829635,0.04843859243,0.059798085345,0.10244976629,0.126669062505,"P1"
"D","may","weekday",15,80,"0.0000447","0.0000423","0.0000539","0.0000297","0.0000752","0.000024",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.095805534585,0.090661613265,0.0514392132,0.063656026335,0.115523899645,0.16117620136,"P1"
"D","may","weekday",16,80,"0.0000497","0.0000459","0.0000592","0.0000322","0.0000703","0.0000256",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.106522037335,0.098377495245,0.05486849408,0.06901427771,0.12688339256,0.150674028665,"P1"
"D","may","weekday",17,80,"0.000055","0.0000438","0.0000684","0.0000326","0.0000863","0.0000263",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.11788153025,0.09387656409,0.056368804465,0.06987159793,0.14660175762,0.184966837465,"P1"
"D","may","weekday",18,80,"0.0000572","0.0000486","0.0000667","0.0000392","0.0000936","0.0000291",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.12259679146,0.10416440673,0.062370046005,0.08401738156,0.142958146685,0.20061293148,"P1"
"D","may","weekday",19,80,"0.0000534","0.0000498","0.0000633","0.0000377","0.0000762","0.0000317",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.11445224937,0.10673636739,0.067942627435,0.080802430735,0.135670924815,0.16331950191,"P1"
"D","may","weekday",20,80,"0.0000518","0.0000487","0.0000605","0.0000387","0.0000701","0.0000296",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.11102296849,0.104378736785,0.06344169628,0.082945731285,0.129669683275,0.150245368555,"P1"
"D","may","weekday",21,80,"0.000054","0.0000498","0.0000629","0.0000418","0.0000831","0.0000295",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.1157382297,0.10673636739,0.063227366225,0.08958996299,0.134813604595,0.178108275705,"P1"
"D","may","weekday",22,80,"0.0000523","0.0000479","0.0000582","0.0000398","0.0000708","0.0000319",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.112094618765,0.102664096345,0.068371287545,0.08530336189,0.12474009201,0.15174567894,"P1"
"D","may","weekday",23,80,"0.0000543","0.0000472","0.0000612","0.000039","0.0000694","0.0000342",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.116381219865,0.10116378596,0.07330087881,0.08358872145,0.13116999366,0.14874505817,"P1"
"D","may","weekday",24,80,"0.0000613","0.0000502","0.0000633","0.0000415","0.000110942","0.0000394",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.131384323715,0.10759368761,0.08444604167,0.088946972825,0.135670924815,0.2377820496181,"P1"
"D","may","weekday",25,80,"0.0000603","0.0000479","0.0000686","0.0000422","0.0000795","0.0000363",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.129241023165,0.102664096345,0.077801809965,0.09044728321,0.14703041773,0.170392393725,"P1"
"D","may","weekday",26,80,"0.0000584","0.0000553","0.0000662","0.0000406","0.0000956","0.0000309",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.12516875212,0.118524520415,0.066227986995,0.08701800233,0.14188649641,0.20489953258,"P1"
"D","may","weekday",27,80,"0.000058","0.0000518","0.0000689","0.0000432","0.0000884","0.000033",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.1243114319,0.11102296849,0.07072891815,0.09259058376,0.147673407895,0.18946776862,"P1"
"D","may","weekday",28,80,"0.0000537","0.0000474","0.0000627","0.0000401","0.0000696","0.0000349",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.115095239535,0.10159244607,0.074801189195,0.085946352055,0.134384944485,0.14917371828,"P1"
"D","may","weekday",29,80,"0.0000507","0.0000486","0.0000563","0.0000383","0.000065","0.0000328",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.108665337885,0.10416440673,0.07030025804,0.082088411065,0.120667820965,0.13931453575,"P1"
"D","may","weekday",30,80,"0.0000529","0.0000502","0.0000664","0.000038","0.0000775","0.0000316",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.113380599095,0.10759368761,0.06772829738,0.0814454209,0.14231515652,0.166105792625,"P1"
"D","may","weekday",31,80,"0.0000541","0.000047","0.0000636","0.0000395","0.0000721","0.0000331",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.115952559755,0.10073512585,0.070943248205,0.084660371725,0.13631391498,0.154531969655,"P1"
"D","may","weekday",32,80,"0.0000557","0.0000508","0.0000631","0.0000397","0.0000835","0.0000331",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.119381840635,0.10887966794,0.070943248205,0.085089031835,0.135242264705,0.178965595925,"P1"
"D","may","weekday",33,80,"0.0000615","0.0000554","0.0000735","0.0000438","0.0000993","0.0000356",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.131812983825,0.11873885047,0.07630149958,0.09387656409,0.157532590425,0.212829744615,"P1"
"D","may","weekday",34,80,"0.0000666","0.000058","0.0000837","0.0000461","0.000101579","0.0000408",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.14274381663,0.1243114319,0.08744666244,0.098806155355,0.179394256035,0.21771432656845,"P1"
"D","may","weekday",35,80,"0.0000766","0.0000656","0.0000922","0.0000462","0.00011607","0.0000419",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.16417682213,0.14060051608,0.089804293045,0.09902048541,0.19761231071,0.2487728948385,"P1"
"D","may","weekday",36,80,"0.0000778","0.0000634","0.0000874","0.000049","0.000114982","0.0000427",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.16674878279,0.13588525487,0.091518933485,0.10502172695,0.18732446807,0.2464409838401,"P1"
"D","may","weekday",37,80,"0.0000728","0.0000618","0.000089","0.000049","0.000109009","0.0000376",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.15603228004,0.13245597399,0.08058810068,0.10502172695,0.19075374895,0.23363904965495,"P1"
"D","may","weekday",38,80,"0.0000748","0.0000635","0.0000901","0.0000498","0.00010796","0.0000419",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.16031888114,0.136099584925,0.089804293045,0.10673636739,0.193111379555,0.231390727378,"P1"
"D","may","weekday",39,80,"0.0000762","0.0000657","0.0000864","0.0000521","0.000143476","0.0000417",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.16331950191,0.140814846135,0.089375632935,0.111665958655,0.18518116752,0.3075121897118,"P1"
"D","may","weekday",40,80,"0.0000725","0.0000633","0.0000845","0.0000539","0.00011637","0.0000427",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.155389289875,0.135670924815,0.091518933485,0.115523899645,0.181108896475,0.2494158850035,"P1"
"D","may","weekday",41,80,"0.0000713","0.000061","0.0000778","0.0000493","0.000117478","0.0000429",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.152817329215,0.13074133355,0.091947593595,0.105664717115,0.16674878279,0.2517906620129,"P1"
"D","may","weekday",42,80,"0.0000703","0.0000649","0.0000893","0.0000486","0.0000981","0.0000427",5,21.7,2143.30055,1678.2426,879.2986,1185.2101,2549.7553,3606.2058,0.150674028665,0.139100205695,0.091518933485,0.10416440673,0.191396739115,0.210257783955,"P1"
