"","archetype","window","month","weekend","ex.kwh.mean","ex.kwh.50th","ex.kwh.10th","ex.kwh.25th","ex.kwh.75th","ex.kwh.90th","im.kwh.mean","im.kwh.50th","im.kwh.10th","im.kwh.25th","im.kwh.75th","im.kwh.90th","mean.Q_heat_elec_in","p10.Q_heat_elec_in","p25.Q_heat_elec_in","p50.Q_heat_elec_in","p75.Q_heat_elec_in","p90.Q_heat_elec_in"
"3968","VX",15.5,7,0,0.498299128819848,0.445337542518637,0.33423842743534,0.360263811506129,0.564421945664009,0.634987715195374,0.08280406763244,0.034250773429782,0.0041186958315876,0.01586181815037,0.10646237267028,0.25056295790076,NA,NA,NA,NA,NA,NA
"3969","VX",16,7,0,0.435289159952222,0.373115852710816,0.282959282199923,0.331659037833036,0.525620272610603,0.640259464429936,0.1021608626634,0.044950779571896,0.0034573386680298,0.014463827398134,0.12850761145554,0.25056295790076,NA,NA,NA,NA,NA,NA
"3970","VX",16.5,7,0,0.377573599423913,0.333872100470489,0.19769217098596,0.284081480910078,0.471075239269554,0.613027557644136,0.10162317391254,0.0914070876462,0.00645226501032,0.016614582401574,0.13549756521672,0.20647248033024,NA,NA,NA,NA,NA,NA
"3971","VX",17,7,0,0.298113625084844,0.260001845837727,0.10950780599226,0.171177981752989,0.410749611754315,0.473187556628861,0.11882921394006,0.09463322015136,0.007581411387126,0.023228154037152,0.14678902898478,0.21131167908798,NA,NA,NA,NA,NA,NA
"3972","VX",17.5,7,0,0.216435565649235,0.17713431355781,0.0615450844344872,0.102867856852556,0.262980876567941,0.39162726878704,0.16023124775628,0.1317337439607,0.016184431400886,0.05430656383686,0.2123870565897,0.30863334299364,NA,NA,NA,NA,NA,NA
"3973","VX",18,7,0,0.145691229505401,0.119717916176471,0.0269551822970548,0.0489922305595666,0.183222833184004,0.307510987373578,0.19948252656906,0.1451759627322,0.012259303519608,0.06936184886094,0.29787956797644,0.43068868943886,NA,NA,NA,NA,NA,NA
"3974","VX",18.5,7,0,0.0953185592156732,0.0688870058097594,0.0112501477276798,0.0159321400588405,0.115883171846666,0.214628069131957,0.22206545410518,0.2016332815725,0.018604030779756,0.05860807384374,0.31562329675482,0.47477916700938,NA,NA,NA,NA,NA,NA
"3975","VX",19,7,0,0.0594853899941426,0.0305174244811394,0.00200021003003338,0.00771144293346086,0.0647337104987943,0.144030554085583,0.2446483816413,0.18711568529928,0.020055790407078,0.1129146376806,0.28551272670666,0.48176912077056,NA,NA,NA,NA,NA,NA
"3976","VX",19.5,7,0,0.0314064226697293,0.00927452252841785,0.00025376352354549,0.00185937312344823,0.0274680044452975,0.0814160296154531,0.24411069289044,0.18227648654154,0.0672110938575,0.11936690269092,0.28389966045408,0.46133694823788,NA,NA,NA,NA,NA,NA
"3977","VX",20,7,0,0.0134258577259049,0.000821393078130091,0,0,0.00847865359210119,0.0311749643019903,0.23819611663098,0.20378403657594,0.046832690199906,0.0887186438919,0.33390471428406,0.45918619323444,NA,NA,NA,NA,NA,NA
"3978","VX",20.5,7,0,0.00458875469864892,0,0,0,0.00112682297225981,0.00787503982423643,0.2822865942015,0.24787451414646,0.037261830434598,0.1720604002752,0.37208061559512,0.47101534575336,NA,NA,NA,NA,NA,NA
"3979","VX",21,7,0,0.00257259572671686,0,0,0,0.000146740658936554,0.00185084771518148,0.27906046169634,0.22798003036464,0.05699500759116,0.161306625258,0.37799519185458,0.49682440579464,NA,NA,NA,NA,NA,NA
"3980","VX",21.5,7,0,0.00203337667832784,0,0,0,8.46884162020572e-05,0.000703040412762198,0.29250268046784,0.22421620910862,0.06398496135234,0.16614582401574,0.3978896756364,0.51026662456614,NA,NA,NA,NA,NA,NA
"3981","VX",22,7,0,0.00205857037424684,0,0,0,1.77555440322423e-05,0.000618659221282887,0.26776899792828,0.23712073912926,0.052370884333764,0.15377898274596,0.349497688059,0.45219623947326,NA,NA,NA,NA,NA,NA
"3982","VX",22.5,7,0,0.00184702264190009,0,0,0,0,0.0012971081649322,0.26131673291796,0.20916092408454,0.06882416011008,0.12044228019264,0.37476905934942,0.40649269565016,NA,NA,NA,NA,NA,NA
"3983","VX",23,7,0,0.00196052690373953,0,0,0,0,0.00217291841588796,0.2527137129042,0.20109559282164,0.09086939889534,0.11990459144178,0.31132178674794,0.37799519185458,NA,NA,NA,NA,NA,NA
"3984","VX",23.5,7,0,0.0010856486422923,0,0,0,0,0.000463031440853591,0.24411069289044,0.21453781159314,0.08119100137986,0.12044228019264,0.28443734920494,0.41348264941134,NA,NA,NA,NA,NA,NA
"3985","VX",0,7,1,0.00130169351206689,0,0,0,0,0.00299670658896246,0.26776899792828,0.17367346652778,0.06506033885406,0.10323624016512,0.30540721048848,0.42047260317252,NA,NA,NA,NA,NA,NA
"3986","VX",0.5,7,1,0.00117646562311628,0,0,0,0,0.00151298393804335,0.49951284954894,0.20485941407766,0.09086939889534,0.12420610144866,0.565906656505133,1.30916994748144,NA,NA,NA,NA,NA,NA
"3987","VX",1,7,1,0.000883042223845337,0,0,0,0,0.000159923080277459,0.45004548446982,0.22905540786636,0.09355784264964,0.1451759627322,0.54959317980404,1.14776653824828,NA,NA,NA,NA,NA,NA
"3988","VX",1.5,7,1,0.000970237394461567,0,0,0,0,6.62062969931785e-05,0.4167087819165,0.22152776535432,0.09302015389878,0.16184431400886,0.568095049721133,0.858221145910172,NA,NA,NA,NA,NA,NA
"3989","VX",2,7,1,0.00104861089982212,0,0,0,0,0.000280926212317118,0.41348264941134,0.18496493029584,0.07312567011696,0.1236684126978,0.563352634938548,1.0016657508646,NA,NA,NA,NA,NA,NA
"3990","VX",2.5,7,1,0.00119885847922398,0,0,0,0,2.74357737791943e-05,0.39143741062608,0.18496493029584,0.08011562387814,0.10700006142114,0.49359827328948,0.787536582722116,NA,NA,NA,NA,NA,NA
"3991","VX",3,7,1,0.00162017105558395,0,0,0,0,1.07680739297746e-05,0.35433688681674,0.17797497653466,0.0698995376118,0.11237694892974,0.38928665562264,0.801177746331434,NA,NA,NA,NA,NA,NA
"3992","VX",3.5,7,1,0.000908900965276961,0,0,0,0,1.07680739297746e-05,0.33981929054352,0.19034181780444,0.07097491511352,0.11506539268404,0.23980918288356,0.812060566648841,NA,NA,NA,NA,NA,NA
"3993","VX",4,7,1,0.00123843270305851,0,0,0,0,2.74357737791943e-05,0.3064825879902,0.1908795065553,0.07635180262212,0.12205534644522,0.30271876673418,0.652775651094074,NA,NA,NA,NA,NA,NA
"3994","VX",4.5,7,1,0.000850924417018527,0,0,0,0,0.000913661560022859,0.23550767287668,0.15270360524424,0.06506033885406,0.10377392891598,0.21937701035088,0.25432677915678,NA,NA,NA,NA,NA,NA
"3995","VX",5,7,1,0.00096661601887913,0,0,0,0,0.000521287411286683,0.2312061628698,0.15539204899854,0.06559802760492,0.09624628640394,0.21453781159314,0.31132178674794,NA,NA,NA,NA,NA,NA
"3996","VX",5.5,7,1,0.0021092263559057,0,0,0,0.00144056485387991,0.00679601608030061,0.21937701035088,0.13872369772188,0.05968345134546,0.08280406763244,0.20647248033024,0.26991975293172,NA,NA,NA,NA,NA,NA
"3997","VX",6,7,1,0.00773974312424266,0.00205856191255943,0,0,0.00691699046127028,0.0291517841692172,0.16023124775628,0.11667845893662,0.03629399068305,0.06022114009632,0.17851266528552,0.2392714941327,NA,NA,NA,NA,NA,NA
"3998","VX",6.5,7,1,0.0185850381829162,0.00614701681260711,3.45527146123168e-05,0.00105282602288593,0.0177493211127262,0.0455388321276591,0.15377898274596,0.08764326639018,0.023496998412582,0.046940227950078,0.18872875155186,0.3253016942703,NA,NA,NA,NA,NA,NA
"3999","VX",7,7,1,0.0305374736394046,0.0163903861766881,0.000316592182966351,0.00153915433276109,0.0346806546510807,0.0706597873161618,0.13119605520984,0.1129146376806,0.01962563940639,0.031669867425654,0.188191062801,0.28013583919806,NA,NA,NA,NA,NA,NA
"4000","VX",7.5,7,1,0.0574685384296967,0.0446910962878683,0.00330897435879236,0.00859531445360305,0.067763870165984,0.112738331928549,0.10915081642458,0.09732166390566,0.014302520772876,0.02607790441671,0.1666835127666,0.23604536162754,NA,NA,NA,NA,NA,NA
"4001","VX",8,7,1,0.0890362033789869,0.0500735335973666,0.00435840697180192,0.0268529931634385,0.118205142449068,0.158240866729659,0.16829657901918,0.0967839751548,0.016291969151058,0.027314588543688,0.19518101656218,0.2446483816413,NA,NA,NA,NA,NA,NA
"4002","VX",8.5,7,1,0.124967689289627,0.0963244991595717,0.0081521068544149,0.0336692375901188,0.190118885249307,0.207223310593054,0.1639950690123,0.0887186438919,0.012796992270468,0.051241737956958,0.17636191028208,0.4059550068993,NA,NA,NA,NA,NA,NA
"4003","VX",9,7,1,0.159293852080397,0.129994560899424,0.0255126771832407,0.0667714618623273,0.220053598711073,0.276085801110736,0.20055790407078,0.09033171014448,0.01209799689435,0.05484425258772,0.1855026190467,0.3871359006192,NA,NA,NA,NA,NA,NA
"4004","VX",9.5,7,1,0.214896490925952,0.211108670003476,0.0463945960510333,0.0969482738975308,0.268118745532051,0.362081031330867,0.18066342028896,0.08925633264276,0.010592468391942,0.02715328191843,0.20055790407078,0.39681429813468,NA,NA,NA,NA,NA,NA
"4005","VX",10,7,1,0.272123636233434,0.275067211567333,0.0883888151196817,0.142322887464675,0.371487504851188,0.447094887931072,0.1559297377494,0.07635180262212,0.009302015389878,0.023443229537496,0.17367346652778,0.34519617805212,NA,NA,NA,NA,NA,NA
"4006","VX",10.5,7,1,0.331415371900395,0.298395138847294,0.0754313242333766,0.202143086885972,0.410700204034572,0.513472948453117,0.15216591649338,0.05807038509288,0.010592468391942,0.03521861318133,0.1478644064865,0.32422631676858,NA,NA,NA,NA,NA,NA
"4007","VX",11,7,1,0.376498979803697,0.356975055804607,0.138214726766261,0.26022121482487,0.454304552926512,0.566311802211752,0.1532412939951,0.0698995376118,0.009033171014448,0.016453275776316,0.1586181815037,0.28981423671354,NA,NA,NA,NA,NA,NA
"4008","VX",11.5,7,1,0.401332295595518,0.366532896933296,0.18681435880358,0.302749542528431,0.477829989690059,0.611160678075504,0.1317337439607,0.05968345134546,0.0040541731814844,0.011882921394006,0.13657294271844,0.2285177191155,NA,NA,NA,NA,NA,NA
"4009","VX",12,7,1,0.422414461128465,0.405134160481671,0.231288124129335,0.307128053712651,0.49913711588648,0.581813136385097,0.12850761145554,0.0645226501032,0.00698995376118,0.027529664044032,0.13818600897102,0.3279901380246,NA,NA,NA,NA,NA,NA
"4010","VX",12.5,7,1,0.451486667730019,0.398929999464543,0.264290987003089,0.352272575074563,0.537954090411324,0.645570636464185,0.1290453002064,0.07097491511352,0.0045004548446982,0.026776899792828,0.17636191028208,0.22636696411206,NA,NA,NA,NA,NA,NA
"4011","VX",13,7,1,0.46858160941797,0.42865943526267,0.310837364216617,0.37380984833156,0.528349219260211,0.636590240921687,0.1129146376806,0.038498514561576,0.00564573188403,0.015162822774252,0.1451759627322,0.24034687163442,NA,NA,NA,NA,NA,NA
"4012","VX",13.5,7,1,0.500189049357425,0.455213406468395,0.327000253157079,0.380660281911916,0.548252217705417,0.600548387966058,0.10162317391254,0.029949263422902,0.012474379019952,0.01586181815037,0.1182915251892,0.25378909040592,NA,NA,NA,NA,NA,NA
"4013","VX",14,7,1,0.488744839143801,0.487448109362204,0.336142517739508,0.362464307017442,0.556788374238994,0.638553083339633,0.10001010765996,0.027637201794204,0.0026991975293172,0.013065836645898,0.13657294271844,0.25217602415334,NA,NA,NA,NA,NA,NA
"4014","VX",14.5,7,1,0.478561584240624,0.43361945181575,0.317429205312823,0.370622453912809,0.520383917385076,0.680756384574981,0.0914070876462,0.050220129330324,0.00564573188403,0.02285177191155,0.1236684126978,0.18604030779756,NA,NA,NA,NA,NA,NA
"4015","VX",15,7,1,0.412670423918429,0.384457285477619,0.238424001279938,0.338328895386237,0.472724373775525,0.552965330021706,0.10592468391942,0.05807038509288,0.0052908573084624,0.012313072394694,0.13926138647274,0.25916597791452,NA,NA,NA,NA,NA,NA
"4016","VX",15.5,7,1,0.374650648287293,0.34494182365406,0.184279056014529,0.292724175408313,0.45427901237283,0.503882195093583,0.11399001518232,0.06667340510664,0.0038337207936318,0.015539204899854,0.14356289647962,0.27529664044032,NA,NA,NA,NA,NA,NA
"4017","VX",16,7,1,0.3386578946139,0.335050696992794,0.15067257317716,0.234340878836035,0.421094286257562,0.548367846595211,0.1102261939263,0.043660326569832,0.0028605041545752,0.016076893650714,0.1129146376806,0.29411574672042,NA,NA,NA,NA,NA,NA
"4018","VX",16.5,7,1,0.296957169737971,0.267393287232691,0.119777679775975,0.193009477169481,0.365090994183913,0.484745256843399,0.12850761145554,0.06022114009632,0.0047155303450422,0.013388449896414,0.15109053899166,0.28927654796268,NA,NA,NA,NA,NA,NA
"4019","VX",17,7,1,0.244007633622765,0.241288122038299,0.0799922999513508,0.11418810693178,0.302729838127166,0.421498595509951,0.13818600897102,0.0698995376118,0.011452770393318,0.022744234161378,0.1693719565209,0.42692486818284,NA,NA,NA,NA,NA,NA
"4020","VX",17.5,7,1,0.190006095307643,0.166005154862353,0.0375591464279794,0.090784971172259,0.243827378605061,0.378332345984892,0.17582422153122,0.12205534644522,0.015109053899166,0.030486952173762,0.21561318909486,0.5296234195971,NA,NA,NA,NA,NA,NA
"4021","VX",18,7,1,0.124653055674234,0.0927571762903814,0.0255029632576698,0.036895477744693,0.139739735885444,0.267002713542044,0.21131167908798,0.12044228019264,0.016775889026832,0.05968345134546,0.25701522291108,0.38606052311748,NA,NA,NA,NA,NA,NA
"4022","VX",18.5,7,1,0.0842723374900786,0.06060521879241,0.0103419403552866,0.0201006659673603,0.12038213551978,0.202359848603783,0.22529158661034,0.15754280400198,0.024841220289732,0.05968345134546,0.23335691787324,0.5296234195971,NA,NA,NA,NA,NA,NA
"4023","VX",19,7,1,0.0508875134044076,0.0236218812456767,0.00151122899946359,0.0067099804277726,0.0584031640481547,0.137376802570322,0.24679913664474,0.21023630158626,0.033229164803148,0.11237694892974,0.29411574672042,0.549948054379608,NA,NA,NA,NA,NA,NA
"4024","VX",19.5,7,1,0.0263864368733176,0.00599181643821253,3.7009335745425e-05,0.000564610088711243,0.0162289894417203,0.0644498915156463,0.28443734920494,0.20270865907422,0.041348264941134,0.1102261939263,0.36132684057792,0.600178937484949,NA,NA,NA,NA,NA,NA
"4025","VX",20,7,1,0.0102218237131215,0.00189466352547805,0,0,0.0049752333914585,0.0250452077004111,0.29142730296612,0.22636696411206,0.08280406763244,0.11667845893662,0.40111580814156,0.50112591580152,NA,NA,NA,NA,NA,NA
"4026","VX",20.5,7,1,0.00462959108512781,7.75797976949341e-05,0,0,0.00121474726058708,0.00545052263100006,0.28013583919806,0.24626144789388,0.04892967632826,0.13495987646586,0.39466354313124,0.48015605451798,NA,NA,NA,NA,NA,NA
"4027","VX",21,7,1,0.00270338284840219,0,0,0,8.14558297878416e-06,0.00222748723052431,0.30056801173074,0.27099513043344,0.07473873636954,0.13065836645898,0.41617109316564,0.577337919348416,NA,NA,NA,NA,NA,NA
"4028","VX",21.5,7,1,0.00218607309344186,0,0,0,2.89952861372586e-05,0.00199168621039871,0.2715328191843,0.2338946066241,0.05699500759116,0.16291969151058,0.37853288060544,0.48553294202658,NA,NA,NA,NA,NA,NA
"4029","VX",22,7,1,0.00157403723806377,0,0,0,4.07279148939209e-06,0.000752722271874183,0.2634674879214,0.20055790407078,0.04489701069681,0.12958298895726,0.41348264941134,0.4704776570025,NA,NA,NA,NA,NA,NA
"4030","VX",22.5,7,1,0.00192737448581319,0,0,0,0,0.00017930740519258,0.2634674879214,0.22260314285604,0.09517090890222,0.11990459144178,0.35594995306932,0.5027389820541,NA,NA,NA,NA,NA,NA
"4031","VX",23,7,1,0.00199376316104507,0,0,0,8.0588980299736e-06,0.00673954866288746,0.25647753416022,0.26024135541624,0.06075882884718,0.11721614768748,0.3468092443047,0.45542237197842,NA,NA,NA,NA,NA,NA
"4032","VX",23.5,7,1,0.000814009603651165,0,0,0,0,0.000133484790628666,0.23550767287668,0.1935679503096,0.06129651759804,0.09732166390566,0.29411574672042,0.39036203312436,NA,NA,NA,NA,NA,NA
"4033","VX",0,6,0,0.00111278849214243,0,0,0,0,0.00110085362047842,0.2580906004128,0.18657799654842,0.053284955210226,0.0940955314005,0.28121121669978,0.541388049465917,NA,NA,NA,NA,NA,NA
"4034","VX",0.5,6,0,0.000913137665552408,0,0,0,0,0.00034531078187897,0.56330424295097,0.2876634817101,0.06398496135234,0.1532412939951,0.630897095821581,1.01823731816611,NA,NA,NA,NA,NA,NA
"4035","VX",1,6,0,0.00078982836910809,0,0,0,0,5.37912731187557e-05,0.51725657832732,0.2365830503784,0.07473873636954,0.1451759627322,0.591758731646482,1.12618908867627,NA,NA,NA,NA,NA,NA
"4036","VX",1.5,6,0,0.00103644319328435,0,0,0,0,7.10055247565158e-05,0.45112086197154,0.2473368253956,0.0618342063489,0.14194983022704,0.49682440579464,1.05532708820043,NA,NA,NA,NA,NA,NA
"4037","VX",2,6,0,0.00103069389962961,0,0,0,0,5.48285169476733e-05,0.44413090821036,0.28174890545064,0.051833195582904,0.13764832022016,0.51994502208162,0.820061375261638,NA,NA,NA,NA,NA,NA
"4038","VX",2.5,6,0,0.00104760939701121,0,0,0,0,0.000118223584533165,0.41563340441478,0.26024135541624,0.0698995376118,0.11882921394006,0.457035438231,0.699597587518963,NA,NA,NA,NA,NA,NA
"4039","VX",3,6,0,0.000874869315512172,0,0,0,0,4.57948897859147e-05,0.36401528433222,0.18066342028896,0.07366335886782,0.11882921394006,0.40649269565016,0.871421404743785,NA,NA,NA,NA,NA,NA
"4040","VX",3.5,6,0,0.000807108612489716,0,0,0,0,9.13188518050036e-05,0.31616098550568,0.20055790407078,0.048714600827916,0.1156030814349,0.33175395928062,0.693914217422373,NA,NA,NA,NA,NA,NA
"4041","VX",4,6,0,0.000782661899957224,0,0,0,0,4.77577996455146e-05,0.25432677915678,0.19948252656906,0.049144751828604,0.10592468391942,0.28712579295924,0.50058822705066,NA,NA,NA,NA,NA,NA
"4042","VX",4.5,6,0,0.000970087648502763,0,0,0,3.66551234045288e-06,0.000165485002520328,0.16238200275972,0.13603525396758,0.053768875086,0.10431161766684,0.1908795065553,0.28174890545064,NA,NA,NA,NA,NA,NA
"4043","VX",5,6,0,0.00199631883513723,0,0,0,0.000309657546651065,0.0023113660405701,0.14410058523048,0.1263568564521,0.04516585507224,0.08011562387814,0.15808049275284,0.25056295790076,NA,NA,NA,NA,NA,NA
"4044","VX",5.5,6,0,0.0061544397342048,0.000824606090639275,0,0,0.00375077234656787,0.0139249924417337,0.12151765769436,0.10108548516168,0.023604536162754,0.06882416011008,0.15646742650026,0.24303531538872,NA,NA,NA,NA,NA,NA
"4045","VX",6,6,0,0.0151577384712039,0.00428154109786473,0,4.27856854287771e-05,0.015799183223828,0.0497331138765595,0.12259303519608,0.08656788888846,0.019141719530616,0.03333670255332,0.13603525396758,0.27314588543688,NA,NA,NA,NA,NA,NA
"4046","VX",6.5,6,0,0.0317212303322857,0.0137831674450488,2.79759015604373e-05,0.0011123561587394,0.0279785062765679,0.0823682179373503,0.1263568564521,0.09086939889534,0.01129146376806,0.035003537680986,0.17313577777692,0.22959309661722,NA,NA,NA,NA,NA,NA
"4047","VX",7,6,0,0.053145572234141,0.0244827160615251,0.000692852196160134,0.00349862741814963,0.0555245463825237,0.0937938780301733,0.12796992270468,0.09302015389878,0.015700511525112,0.026776899792828,0.1666835127666,0.25593984540936,NA,NA,NA,NA,NA,NA
"4048","VX",7.5,6,0,0.0782198818960215,0.0563221062197694,0.00407963317876679,0.00685347343759464,0.118699146559082,0.132287929945325,0.12528147895038,0.07850255762556,0.018066342028896,0.036939217184082,0.18173879779068,0.28389966045408,NA,NA,NA,NA,NA,NA
"4049","VX",8,6,0,0.118162213454561,0.08110097786798,0.0054083505397739,0.0177580759223112,0.174721396802275,0.236286934124542,0.11506539268404,0.07581411387126,0.014410058523048,0.026723130917742,0.14571365148306,0.24357300413958,NA,NA,NA,NA,NA,NA
"4050","VX",8.5,6,0,0.170559450511335,0.126659883299176,0.00833558058120563,0.0392630695797267,0.267218883398224,0.324902777733346,0.11345232643146,0.0725879813661,0.00967839751548,0.038552283436662,0.11882921394006,0.2795981504472,NA,NA,NA,NA,NA,NA
"4051","VX",9,6,0,0.230668135053014,0.211595427440069,0.0206190605398744,0.101746602887816,0.284037415475776,0.418811102180954,0.11936690269092,0.06398496135234,0.01021608626634,0.020808554658282,0.161306625258,0.26991975293172,NA,NA,NA,NA,NA,NA
"4052","VX",9.5,6,0,0.296052832894369,0.279558840107356,0.0387925103871667,0.152215017250178,0.397812644058161,0.426963651958898,0.11237694892974,0.05699500759116,0.009355784264964,0.015808049275284,0.12528147895038,0.2473368253956,NA,NA,NA,NA,NA,NA
"4053","VX",10,6,0,0.356938615951683,0.343929565310447,0.142353591352003,0.23878916485276,0.448533686872506,0.50919679765619,0.0967839751548,0.05484425258772,0.008818095514104,0.013657294271844,0.09517090890222,0.20378403657594,NA,NA,NA,NA,NA,NA
"4054","VX",10.5,6,0,0.40629527400526,0.412771208460498,0.0909340926119502,0.326122984401532,0.477004860754683,0.556812427464503,0.07957793512728,0.049306058453862,0.0049252289578776,0.017582422153122,0.08764326639018,0.13657294271844,NA,NA,NA,NA,NA,NA
"4055","VX",11,6,0,0.442119662289821,0.454133087647546,0.181624417616603,0.371128550000693,0.5173105226668,0.598036487123932,0.0779648688747,0.043068868943886,0.009248246514792,0.015001516148994,0.07688949137298,0.14947747273908,NA,NA,NA,NA,NA,NA
"4056","VX",11.5,6,0,0.486764622883415,0.475778120447132,0.210395926863824,0.403649076255993,0.557221871214321,0.634376969204776,0.07635180262212,0.027637201794204,0.00645226501032,0.012528147895038,0.11183926017888,0.19948252656906,NA,NA,NA,NA,NA,NA
"4057","VX",12,6,0,0.518933533592102,0.510916899512888,0.317335995808547,0.408027508790293,0.596535664182564,0.692629603542977,0.08656788888846,0.041885953691994,0.0040918113940446,0.014302520772876,0.08495482263588,0.2096986128354,NA,NA,NA,NA,NA,NA
"4058","VX",12.5,6,0,0.564171735577969,0.560859113615461,0.357206139398539,0.457498549528555,0.671600907520215,0.736559691405981,0.0940955314005,0.044466859696122,0.005430656383686,0.008764326639018,0.14947747273908,0.2473368253956,NA,NA,NA,NA,NA,NA
"4059","VX",13,6,0,0.582641043297591,0.571783902258189,0.39795175720381,0.44822898079473,0.721629651044688,0.748250737773163,0.09355784264964,0.046993996825164,0.011183926017888,0.014410058523048,0.11775383643834,0.1720604002752,NA,NA,NA,NA,NA,NA
"4060","VX",13.5,6,0,0.600667536001695,0.560616281994812,0.419568453620664,0.468095791184659,0.704570686924811,0.808933949593714,0.09355784264964,0.029465343547128,0.007205029261524,0.017689959903294,0.08925633264276,0.2177639440983,NA,NA,NA,NA,NA,NA
"4061","VX",14,6,0,0.609846774326527,0.548328915033041,0.408149515357272,0.461102332578012,0.72613171477165,0.847753319458926,0.09624628640394,0.031347254175138,0.00645226501032,0.011614077018576,0.0967839751548,0.20593479157938,NA,NA,NA,NA,NA,NA
"4062","VX",14.5,6,0,0.587913165392443,0.534183833606545,0.378430630369803,0.448155362611367,0.67523097736118,0.825698860831672,0.09517090890222,0.052801035334452,0.0037261830434598,0.013872369772188,0.10968850517544,0.2043217253268,NA,NA,NA,NA,NA,NA
"4063","VX",15,6,0,0.571768762957044,0.494770116060053,0.383101367726213,0.407751222079753,0.63990055470542,0.923874658718733,0.09302015389878,0.053768875086,0.0039143741062608,0.011399001518232,0.09570859765308,0.1989448378182,NA,NA,NA,NA,NA,NA
"4064","VX",15.5,6,0,0.516411063371608,0.488748646686291,0.314623444668782,0.359350032861,0.554889670310504,0.738483054746314,0.09517090890222,0.031669867425654,0.003468092443047,0.014625134023392,0.11614077018576,0.25110064665162,NA,NA,NA,NA,NA,NA
"4065","VX",16,6,0,0.447238085063933,0.40883711039353,0.276719582039761,0.307690135139984,0.516459228476567,0.670250806429709,0.1048493064177,0.06559802760492,0.0050435204830668,0.018173879779068,0.11399001518232,0.22905540786636,NA,NA,NA,NA,NA,NA
"4066","VX",16.5,6,0,0.372041780040769,0.346568534782974,0.231530087581384,0.264752139725953,0.439215789420289,0.554300703408051,0.12151765769436,0.046187463698874,0.0037960825810716,0.02177639440983,0.18227648654154,0.2634674879214,NA,NA,NA,NA,NA,NA
"4067","VX",17,6,0,0.29321142767897,0.248408175255227,0.0949625319748873,0.193727294423482,0.336874902969737,0.458921832744257,0.1451759627322,0.07904024637642,0.005538194133858,0.026669362042656,0.24518607039216,0.29357805796956,NA,NA,NA,NA,NA,NA
"4068","VX",17.5,6,0,0.209931011885694,0.196988075037386,0.0481910727330285,0.1090191150593,0.28411985446414,0.36819968654472,0.19303026155874,0.14194983022704,0.012743223395382,0.0564573188403,0.25432677915678,0.36186452932878,NA,NA,NA,NA,NA,NA
"4069","VX",18,6,0,0.151263609277749,0.128653583652129,0.0318215487868994,0.0535100878160911,0.215905191307395,0.265241448891762,0.20217097032336,0.16453275776316,0.018496493029584,0.04597238819853,0.27529664044032,0.35111075431158,NA,NA,NA,NA,NA,NA
"4070","VX",18.5,6,0,0.101810572541924,0.0744824161981165,0.00985583716991303,0.0279513018076363,0.14679284243773,0.21589592477618,0.18980412905358,0.1397990752236,0.013119605520984,0.0591457625946,0.26400517667226,0.31669867425654,NA,NA,NA,NA,NA,NA
"4071","VX",19,6,0,0.0668380436457834,0.0241503185797022,0.0016562799414258,0.0112733564987189,0.087573904718075,0.159787044349626,0.20808554658282,0.17797497653466,0.015216591649338,0.07850255762556,0.241959937887,0.36670372808652,NA,NA,NA,NA,NA,NA
"4072","VX",19.5,6,0,0.0395501206038086,0.00871208843532256,0.000226534006716114,0.00187141025272585,0.0368808428484599,0.101725036966935,0.22206545410518,0.15109053899166,0.021292474534056,0.09463322015136,0.28282428295236,0.37530674810028,NA,NA,NA,NA,NA,NA
"4073","VX",20,6,0,0.0197772301963569,0.00199488865526573,0,0.000178173610869599,0.0154805477402661,0.048717874716216,0.2473368253956,0.17313577777692,0.04247741131794,0.08925633264276,0.28981423671354,0.3871359006192,NA,NA,NA,NA,NA,NA
"4074","VX",20.5,6,0,0.00785151589161462,0.00019757681607375,0,0,0.00442498419515462,0.032880415499235,0.28443734920494,0.21077399033712,0.0672110938575,0.11130157142802,0.349497688059,0.43445251069488,NA,NA,NA,NA,NA,NA
"4075","VX",21,6,0,0.00391376197833259,0,0,0,0.00145480781473834,0.00615571345027326,0.30003032297988,0.19410563906046,0.046348770324132,0.12689454520296,0.38606052311748,0.42584949068112,NA,NA,NA,NA,NA,NA
"4076","VX",21.5,6,0,0.0034453583461325,0,0,0,0.000346854915146708,0.00549189803495261,0.29949263422902,0.22099007660346,0.042316104692682,0.13012067770812,0.32637707177202,0.4946736507912,NA,NA,NA,NA,NA,NA
"4077","VX",22,6,0,0.00313703266274419,0,0,0,0.000385377362945138,0.00384640106873396,0.28174890545064,0.19733177156562,0.032368862801772,0.13926138647274,0.31401023050224,0.45058317322068,NA,NA,NA,NA,NA,NA
"4078","VX",22.5,6,0,0.00248353320827195,0,0,0,3.4383989743675e-05,0.0030750936081196,0.27260819668602,0.16722120151746,0.03387439130418,0.11452770393318,0.32745244927374,0.41993491442166,NA,NA,NA,NA,NA,NA
"4079","VX",23,6,0,0.00150008011980785,0,0,0,4.09054483824776e-05,0.00239197913008121,0.2473368253956,0.161306625258,0.04516585507224,0.080653312629,0.28927654796268,0.39412585438038,NA,NA,NA,NA,NA,NA
"4080","VX",23.5,6,0,0.00128083870879418,0,0,0,0,0.00243221857961153,0.24787451414646,0.12743223395382,0.047370378950766,0.06344727260148,0.28658810420838,0.35648764182018,NA,NA,NA,NA,NA,NA
